image_path,labels
HAM10000_images_part_1/ISIC_0027174.jpg,1
HAM10000_images_part_1/ISIC_0025277.jpg,1
HAM10000_images_part_1/ISIC_0025234.jpg,1
HAM10000_images_part_1/ISIC_0026754.jpg,1
HAM10000_images_part_1/ISIC_0027063.jpg,1
HAM10000_images_part_2/ISIC_0032331.jpg,1
HAM10000_images_part_2/ISIC_0033186.jpg,1
HAM10000_images_part_1/ISIC_0026892.jpg,1
HAM10000_images_part_1/ISIC_0024987.jpg,1
HAM10000_images_part_2/ISIC_0030171.jpg,1
HAM10000_images_part_1/ISIC_0028291.jpg,1
HAM10000_images_part_2/ISIC_0029913.jpg,1
HAM10000_images_part_1/ISIC_0026909.jpg,1
HAM10000_images_part_1/ISIC_0026113.jpg,1
HAM10000_images_part_2/ISIC_0032265.jpg,1
HAM10000_images_part_1/ISIC_0025081.jpg,1
HAM10000_images_part_2/ISIC_0030134.jpg,1
HAM10000_images_part_2/ISIC_0030445.jpg,1
HAM10000_images_part_2/ISIC_0030798.jpg,1
HAM10000_images_part_1/ISIC_0026596.jpg,1
HAM10000_images_part_1/ISIC_0028056.jpg,1
HAM10000_images_part_2/ISIC_0032019.jpg,1
HAM10000_images_part_1/ISIC_0024792.jpg,1
HAM10000_images_part_2/ISIC_0030898.jpg,1
HAM10000_images_part_1/ISIC_0028901.jpg,1
HAM10000_images_part_2/ISIC_0032098.jpg,1
HAM10000_images_part_1/ISIC_0025603.jpg,1
HAM10000_images_part_2/ISIC_0029651.jpg,1
HAM10000_images_part_2/ISIC_0032044.jpg,1
HAM10000_images_part_2/ISIC_0030759.jpg,1
HAM10000_images_part_1/ISIC_0024886.jpg,1
HAM10000_images_part_1/ISIC_0025904.jpg,1
HAM10000_images_part_2/ISIC_0032450.jpg,1
HAM10000_images_part_1/ISIC_0027253.jpg,1
HAM10000_images_part_2/ISIC_0032046.jpg,1
HAM10000_images_part_1/ISIC_0024624.jpg,1
HAM10000_images_part_1/ISIC_0025674.jpg,1
HAM10000_images_part_2/ISIC_0031369.jpg,1
HAM10000_images_part_2/ISIC_0029547.jpg,1
HAM10000_images_part_1/ISIC_0026622.jpg,1
HAM10000_images_part_1/ISIC_0028326.jpg,1
HAM10000_images_part_1/ISIC_0027060.jpg,1
HAM10000_images_part_1/ISIC_0024951.jpg,1
HAM10000_images_part_2/ISIC_0030106.jpg,1
HAM10000_images_part_1/ISIC_0024702.jpg,1
HAM10000_images_part_2/ISIC_0031745.jpg,1
HAM10000_images_part_2/ISIC_0031586.jpg,1
HAM10000_images_part_2/ISIC_0031972.jpg,1
HAM10000_images_part_2/ISIC_0030539.jpg,1
HAM10000_images_part_2/ISIC_0031977.jpg,1
HAM10000_images_part_1/ISIC_0026296.jpg,1
HAM10000_images_part_1/ISIC_0025018.jpg,1
HAM10000_images_part_2/ISIC_0031517.jpg,1
HAM10000_images_part_1/ISIC_0028022.jpg,1
HAM10000_images_part_1/ISIC_0024967.jpg,1
HAM10000_images_part_2/ISIC_0029370.jpg,1
HAM10000_images_part_2/ISIC_0031958.jpg,1
HAM10000_images_part_1/ISIC_0027487.jpg,1
HAM10000_images_part_1/ISIC_0029212.jpg,1
HAM10000_images_part_2/ISIC_0030089.jpg,1
HAM10000_images_part_1/ISIC_0027616.jpg,1
HAM10000_images_part_1/ISIC_0027261.jpg,1
HAM10000_images_part_1/ISIC_0028505.jpg,1
HAM10000_images_part_1/ISIC_0025153.jpg,1
HAM10000_images_part_2/ISIC_0031598.jpg,1
HAM10000_images_part_1/ISIC_0027651.jpg,1
HAM10000_images_part_2/ISIC_0030014.jpg,1
HAM10000_images_part_1/ISIC_0028127.jpg,1
HAM10000_images_part_2/ISIC_0030165.jpg,1
HAM10000_images_part_2/ISIC_0031189.jpg,1
HAM10000_images_part_2/ISIC_0032190.jpg,1
HAM10000_images_part_2/ISIC_0031890.jpg,1
HAM10000_images_part_2/ISIC_0031545.jpg,1
HAM10000_images_part_1/ISIC_0027033.jpg,1
HAM10000_images_part_1/ISIC_0027822.jpg,1
HAM10000_images_part_1/ISIC_0029242.jpg,1
HAM10000_images_part_1/ISIC_0027263.jpg,1
HAM10000_images_part_1/ISIC_0026158.jpg,1
HAM10000_images_part_1/ISIC_0029216.jpg,1
HAM10000_images_part_1/ISIC_0026489.jpg,1
HAM10000_images_part_1/ISIC_0024400.jpg,1
HAM10000_images_part_2/ISIC_0029884.jpg,1
HAM10000_images_part_1/ISIC_0028900.jpg,1
HAM10000_images_part_1/ISIC_0027659.jpg,1
HAM10000_images_part_2/ISIC_0030223.jpg,1
HAM10000_images_part_2/ISIC_0032182.jpg,1
HAM10000_images_part_2/ISIC_0034006.jpg,1
HAM10000_images_part_1/ISIC_0028087.jpg,1
HAM10000_images_part_1/ISIC_0026664.jpg,1
HAM10000_images_part_2/ISIC_0029660.jpg,1
HAM10000_images_part_1/ISIC_0024496.jpg,1
HAM10000_images_part_1/ISIC_0028415.jpg,1
HAM10000_images_part_1/ISIC_0028041.jpg,1
HAM10000_images_part_1/ISIC_0028696.jpg,1
HAM10000_images_part_2/ISIC_0029343.jpg,1
HAM10000_images_part_2/ISIC_0029726.jpg,1
HAM10000_images_part_2/ISIC_0029513.jpg,1
HAM10000_images_part_1/ISIC_0024853.jpg,1
HAM10000_images_part_1/ISIC_0028916.jpg,1
HAM10000_images_part_1/ISIC_0028029.jpg,1
HAM10000_images_part_2/ISIC_0030824.jpg,1
HAM10000_images_part_2/ISIC_0031310.jpg,1
HAM10000_images_part_2/ISIC_0032408.jpg,1
HAM10000_images_part_2/ISIC_0030440.jpg,1
HAM10000_images_part_1/ISIC_0024732.jpg,1
HAM10000_images_part_1/ISIC_0025489.jpg,1
HAM10000_images_part_1/ISIC_0025265.jpg,1
HAM10000_images_part_1/ISIC_0028969.jpg,1
HAM10000_images_part_2/ISIC_0032441.jpg,1
HAM10000_images_part_2/ISIC_0030324.jpg,1
HAM10000_images_part_1/ISIC_0027260.jpg,1
HAM10000_images_part_1/ISIC_0027604.jpg,1
HAM10000_images_part_2/ISIC_0029434.jpg,1
HAM10000_images_part_1/ISIC_0026963.jpg,1
HAM10000_images_part_1/ISIC_0028211.jpg,1
HAM10000_images_part_2/ISIC_0033496.jpg,1
HAM10000_images_part_2/ISIC_0032927.jpg,1
HAM10000_images_part_1/ISIC_0024865.jpg,1
HAM10000_images_part_1/ISIC_0025324.jpg,1
HAM10000_images_part_1/ISIC_0026996.jpg,1
HAM10000_images_part_2/ISIC_0030681.jpg,1
HAM10000_images_part_1/ISIC_0027327.jpg,1
HAM10000_images_part_1/ISIC_0025589.jpg,1
HAM10000_images_part_1/ISIC_0024756.jpg,1
HAM10000_images_part_2/ISIC_0029562.jpg,1
HAM10000_images_part_2/ISIC_0029453.jpg,1
HAM10000_images_part_2/ISIC_0034071.jpg,1
HAM10000_images_part_2/ISIC_0033573.jpg,1
HAM10000_images_part_1/ISIC_0026086.jpg,1
HAM10000_images_part_1/ISIC_0025035.jpg,1
HAM10000_images_part_1/ISIC_0027776.jpg,1
HAM10000_images_part_1/ISIC_0025835.jpg,1
HAM10000_images_part_2/ISIC_0030828.jpg,1
HAM10000_images_part_2/ISIC_0033931.jpg,1
HAM10000_images_part_2/ISIC_0033268.jpg,1
HAM10000_images_part_2/ISIC_0032750.jpg,1
HAM10000_images_part_2/ISIC_0032888.jpg,1
HAM10000_images_part_2/ISIC_0033968.jpg,1
HAM10000_images_part_2/ISIC_0033333.jpg,1
HAM10000_images_part_2/ISIC_0033717.jpg,1
HAM10000_images_part_2/ISIC_0034120.jpg,1
HAM10000_images_part_2/ISIC_0032532.jpg,1
HAM10000_images_part_2/ISIC_0033500.jpg,1
HAM10000_images_part_2/ISIC_0033834.jpg,1
HAM10000_images_part_2/ISIC_0033678.jpg,1
HAM10000_images_part_2/ISIC_0034046.jpg,1
HAM10000_images_part_2/ISIC_0032550.jpg,1
HAM10000_images_part_2/ISIC_0033700.jpg,1
HAM10000_images_part_1/ISIC_0026188.jpg,1
HAM10000_images_part_1/ISIC_0028746.jpg,1
HAM10000_images_part_2/ISIC_0033975.jpg,1
HAM10000_images_part_2/ISIC_0033278.jpg,1
HAM10000_images_part_2/ISIC_0033679.jpg,1
HAM10000_images_part_2/ISIC_0034141.jpg,1
HAM10000_images_part_2/ISIC_0033643.jpg,1
HAM10000_images_part_2/ISIC_0032629.jpg,1
HAM10000_images_part_2/ISIC_0033152.jpg,1
HAM10000_images_part_2/ISIC_0033636.jpg,1
HAM10000_images_part_2/ISIC_0029909.jpg,1
HAM10000_images_part_2/ISIC_0033432.jpg,1
HAM10000_images_part_2/ISIC_0032833.jpg,1
HAM10000_images_part_2/ISIC_0034236.jpg,1
HAM10000_images_part_2/ISIC_0033027.jpg,1
HAM10000_images_part_2/ISIC_0034118.jpg,1
HAM10000_images_part_2/ISIC_0033476.jpg,1
HAM10000_images_part_2/ISIC_0033047.jpg,1
HAM10000_images_part_1/ISIC_0025987.jpg,1
HAM10000_images_part_2/ISIC_0032583.jpg,1
HAM10000_images_part_2/ISIC_0034162.jpg,1
HAM10000_images_part_2/ISIC_0032187.jpg,1
HAM10000_images_part_2/ISIC_0033034.jpg,1
HAM10000_images_part_2/ISIC_0034294.jpg,1
HAM10000_images_part_2/ISIC_0034202.jpg,1
HAM10000_images_part_2/ISIC_0033416.jpg,1
HAM10000_images_part_2/ISIC_0032662.jpg,1
HAM10000_images_part_2/ISIC_0033452.jpg,1
HAM10000_images_part_2/ISIC_0033074.jpg,1
HAM10000_images_part_2/ISIC_0034087.jpg,1
HAM10000_images_part_2/ISIC_0032722.jpg,1
HAM10000_images_part_2/ISIC_0033204.jpg,1
HAM10000_images_part_2/ISIC_0033953.jpg,1
HAM10000_images_part_2/ISIC_0032823.jpg,1
HAM10000_images_part_2/ISIC_0032733.jpg,1
HAM10000_images_part_2/ISIC_0033183.jpg,1
HAM10000_images_part_2/ISIC_0032564.jpg,1
HAM10000_images_part_2/ISIC_0033362.jpg,1
HAM10000_images_part_2/ISIC_0033947.jpg,1
HAM10000_images_part_2/ISIC_0033881.jpg,1
HAM10000_images_part_2/ISIC_0029363.jpg,1
HAM10000_images_part_2/ISIC_0033820.jpg,1
HAM10000_images_part_2/ISIC_0033814.jpg,1
HAM10000_images_part_2/ISIC_0032685.jpg,1
HAM10000_images_part_2/ISIC_0032903.jpg,1
HAM10000_images_part_2/ISIC_0033323.jpg,1
HAM10000_images_part_2/ISIC_0032637.jpg,1
HAM10000_images_part_2/ISIC_0032993.jpg,1
HAM10000_images_part_2/ISIC_0033154.jpg,1
HAM10000_images_part_2/ISIC_0033192.jpg,1
HAM10000_images_part_2/ISIC_0034222.jpg,1
HAM10000_images_part_2/ISIC_0032569.jpg,1
HAM10000_images_part_2/ISIC_0034064.jpg,1
HAM10000_images_part_2/ISIC_0033902.jpg,1
HAM10000_images_part_2/ISIC_0032774.jpg,1
HAM10000_images_part_2/ISIC_0032840.jpg,1
HAM10000_images_part_2/ISIC_0034313.jpg,1
HAM10000_images_part_2/ISIC_0033570.jpg,1
HAM10000_images_part_2/ISIC_0032602.jpg,1
HAM10000_images_part_2/ISIC_0032724.jpg,1
HAM10000_images_part_2/ISIC_0033129.jpg,1
HAM10000_images_part_2/ISIC_0033180.jpg,1
HAM10000_images_part_2/ISIC_0033962.jpg,1
HAM10000_images_part_2/ISIC_0033603.jpg,1
HAM10000_images_part_2/ISIC_0033325.jpg,1
HAM10000_images_part_2/ISIC_0034208.jpg,1
HAM10000_images_part_2/ISIC_0034262.jpg,1
HAM10000_images_part_2/ISIC_0033103.jpg,1
HAM10000_images_part_2/ISIC_0034106.jpg,1
HAM10000_images_part_2/ISIC_0033725.jpg,1
HAM10000_images_part_2/ISIC_0032537.jpg,1
HAM10000_images_part_2/ISIC_0033287.jpg,1
HAM10000_images_part_2/ISIC_0033286.jpg,1
HAM10000_images_part_2/ISIC_0032586.jpg,1
HAM10000_images_part_2/ISIC_0029632.jpg,1
HAM10000_images_part_2/ISIC_0033485.jpg,1
HAM10000_images_part_2/ISIC_0033175.jpg,1
HAM10000_images_part_2/ISIC_0033886.jpg,1
HAM10000_images_part_2/ISIC_0033942.jpg,1
HAM10000_images_part_2/ISIC_0033473.jpg,1
HAM10000_images_part_2/ISIC_0030564.jpg,1
HAM10000_images_part_2/ISIC_0033337.jpg,1
HAM10000_images_part_2/ISIC_0033594.jpg,1
HAM10000_images_part_1/ISIC_0029209.jpg,1
HAM10000_images_part_2/ISIC_0033275.jpg,1
HAM10000_images_part_2/ISIC_0033938.jpg,1
HAM10000_images_part_2/ISIC_0032841.jpg,1
HAM10000_images_part_2/ISIC_0033819.jpg,1
HAM10000_images_part_2/ISIC_0032544.jpg,1
HAM10000_images_part_2/ISIC_0032844.jpg,1
HAM10000_images_part_2/ISIC_0033240.jpg,1
HAM10000_images_part_2/ISIC_0032782.jpg,1
HAM10000_images_part_2/ISIC_0032522.jpg,1
HAM10000_images_part_2/ISIC_0032726.jpg,1
HAM10000_images_part_2/ISIC_0033272.jpg,1
HAM10000_images_part_2/ISIC_0032718.jpg,1
HAM10000_images_part_2/ISIC_0032736.jpg,1
HAM10000_images_part_2/ISIC_0033317.jpg,1
HAM10000_images_part_2/ISIC_0034269.jpg,1
HAM10000_images_part_2/ISIC_0033956.jpg,1
HAM10000_images_part_2/ISIC_0033241.jpg,1
HAM10000_images_part_2/ISIC_0032598.jpg,1
HAM10000_images_part_2/ISIC_0034289.jpg,1
HAM10000_images_part_2/ISIC_0033980.jpg,1
HAM10000_images_part_2/ISIC_0032533.jpg,1
HAM10000_images_part_2/ISIC_0033986.jpg,1
HAM10000_images_part_2/ISIC_0033004.jpg,1
HAM10000_images_part_1/ISIC_0024900.jpg,1
HAM10000_images_part_2/ISIC_0032072.jpg,1
HAM10000_images_part_2/ISIC_0033578.jpg,1
HAM10000_images_part_2/ISIC_0034100.jpg,1
HAM10000_images_part_2/ISIC_0032940.jpg,1
HAM10000_images_part_2/ISIC_0032511.jpg,1
HAM10000_images_part_2/ISIC_0033911.jpg,1
HAM10000_images_part_2/ISIC_0033779.jpg,1
HAM10000_images_part_2/ISIC_0032638.jpg,1
HAM10000_images_part_2/ISIC_0032603.jpg,1
HAM10000_images_part_2/ISIC_0033871.jpg,1
HAM10000_images_part_2/ISIC_0032955.jpg,1
HAM10000_images_part_2/ISIC_0032812.jpg,1
HAM10000_images_part_2/ISIC_0033619.jpg,1
HAM10000_images_part_2/ISIC_0034065.jpg,1
HAM10000_images_part_2/ISIC_0034132.jpg,1
HAM10000_images_part_2/ISIC_0033038.jpg,1
HAM10000_images_part_2/ISIC_0033630.jpg,1
HAM10000_images_part_2/ISIC_0032879.jpg,1
HAM10000_images_part_2/ISIC_0033209.jpg,1
HAM10000_images_part_2/ISIC_0034074.jpg,1
HAM10000_images_part_2/ISIC_0032699.jpg,1
HAM10000_images_part_2/ISIC_0033848.jpg,1
HAM10000_images_part_2/ISIC_0032622.jpg,1
HAM10000_images_part_2/ISIC_0034246.jpg,1
HAM10000_images_part_2/ISIC_0032915.jpg,1
HAM10000_images_part_1/ISIC_0028460.jpg,1
HAM10000_images_part_2/ISIC_0034061.jpg,1
HAM10000_images_part_2/ISIC_0032716.jpg,1
HAM10000_images_part_2/ISIC_0034159.jpg,1
HAM10000_images_part_1/ISIC_0024482.jpg,1
HAM10000_images_part_2/ISIC_0033477.jpg,1
HAM10000_images_part_2/ISIC_0034092.jpg,1
HAM10000_images_part_2/ISIC_0033863.jpg,1
HAM10000_images_part_2/ISIC_0034180.jpg,1
HAM10000_images_part_2/ISIC_0033267.jpg,1
HAM10000_images_part_2/ISIC_0034005.jpg,1
HAM10000_images_part_2/ISIC_0033872.jpg,1
HAM10000_images_part_2/ISIC_0032617.jpg,1
HAM10000_images_part_2/ISIC_0033806.jpg,1
HAM10000_images_part_2/ISIC_0032913.jpg,1
HAM10000_images_part_2/ISIC_0033651.jpg,1
HAM10000_images_part_2/ISIC_0033304.jpg,1
HAM10000_images_part_2/ISIC_0033624.jpg,1
HAM10000_images_part_2/ISIC_0033238.jpg,1
HAM10000_images_part_2/ISIC_0034089.jpg,1
HAM10000_images_part_2/ISIC_0034048.jpg,1
HAM10000_images_part_2/ISIC_0033905.jpg,1
HAM10000_images_part_2/ISIC_0033981.jpg,1
HAM10000_images_part_2/ISIC_0033269.jpg,1
HAM10000_images_part_2/ISIC_0033569.jpg,1
HAM10000_images_part_2/ISIC_0032535.jpg,1
HAM10000_images_part_2/ISIC_0033042.jpg,1
HAM10000_images_part_2/ISIC_0032081.jpg,1
HAM10000_images_part_2/ISIC_0034034.jpg,1
HAM10000_images_part_2/ISIC_0033217.jpg,1
HAM10000_images_part_2/ISIC_0033728.jpg,1
HAM10000_images_part_2/ISIC_0032797.jpg,1
HAM10000_images_part_2/ISIC_0032596.jpg,1
HAM10000_images_part_2/ISIC_0032856.jpg,1
HAM10000_images_part_2/ISIC_0033193.jpg,1
HAM10000_images_part_2/ISIC_0033125.jpg,1
HAM10000_images_part_2/ISIC_0032810.jpg,1
HAM10000_images_part_2/ISIC_0033324.jpg,1
HAM10000_images_part_2/ISIC_0034316.jpg,1
HAM10000_images_part_2/ISIC_0033710.jpg,1
HAM10000_images_part_2/ISIC_0033469.jpg,1
HAM10000_images_part_2/ISIC_0033663.jpg,1
HAM10000_images_part_2/ISIC_0034284.jpg,1
HAM10000_images_part_2/ISIC_0032517.jpg,1
HAM10000_images_part_2/ISIC_0034022.jpg,1
HAM10000_images_part_2/ISIC_0033017.jpg,1
HAM10000_images_part_2/ISIC_0033874.jpg,1
HAM10000_images_part_2/ISIC_0033754.jpg,1
HAM10000_images_part_2/ISIC_0032938.jpg,1
HAM10000_images_part_1/ISIC_0025531.jpg,1
HAM10000_images_part_2/ISIC_0032610.jpg,1
HAM10000_images_part_2/ISIC_0032958.jpg,1
HAM10000_images_part_2/ISIC_0033538.jpg,1
HAM10000_images_part_2/ISIC_0032836.jpg,1
HAM10000_images_part_2/ISIC_0033444.jpg,1
HAM10000_images_part_2/ISIC_0034183.jpg,1
HAM10000_images_part_2/ISIC_0033546.jpg,1
HAM10000_images_part_2/ISIC_0032869.jpg,1
HAM10000_images_part_2/ISIC_0033524.jpg,1
HAM10000_images_part_2/ISIC_0033310.jpg,1
HAM10000_images_part_1/ISIC_0027306.jpg,1
HAM10000_images_part_2/ISIC_0034253.jpg,1
HAM10000_images_part_1/ISIC_0026430.jpg,1
HAM10000_images_part_2/ISIC_0033141.jpg,1
HAM10000_images_part_2/ISIC_0033261.jpg,1
HAM10000_images_part_2/ISIC_0032766.jpg,1
HAM10000_images_part_2/ISIC_0032531.jpg,1
HAM10000_images_part_2/ISIC_0032970.jpg,1
HAM10000_images_part_1/ISIC_0027402.jpg,1
HAM10000_images_part_2/ISIC_0030391.jpg,1
HAM10000_images_part_2/ISIC_0032845.jpg,1
HAM10000_images_part_2/ISIC_0030238.jpg,1
HAM10000_images_part_2/ISIC_0032968.jpg,1
HAM10000_images_part_1/ISIC_0029265.jpg,1
HAM10000_images_part_2/ISIC_0032462.jpg,1
HAM10000_images_part_2/ISIC_0033704.jpg,1
HAM10000_images_part_2/ISIC_0031479.jpg,1
HAM10000_images_part_2/ISIC_0033166.jpg,1
HAM10000_images_part_2/ISIC_0033320.jpg,1
HAM10000_images_part_2/ISIC_0032526.jpg,1
HAM10000_images_part_2/ISIC_0033813.jpg,1
HAM10000_images_part_2/ISIC_0033387.jpg,1
HAM10000_images_part_1/ISIC_0025592.jpg,1
HAM10000_images_part_2/ISIC_0032552.jpg,1
HAM10000_images_part_2/ISIC_0033279.jpg,1
HAM10000_images_part_2/ISIC_0032887.jpg,1
HAM10000_images_part_2/ISIC_0034049.jpg,1
HAM10000_images_part_2/ISIC_0033300.jpg,1
HAM10000_images_part_2/ISIC_0033616.jpg,1
HAM10000_images_part_2/ISIC_0029606.jpg,1
HAM10000_images_part_2/ISIC_0033099.jpg,1
HAM10000_images_part_2/ISIC_0032982.jpg,1
HAM10000_images_part_2/ISIC_0033196.jpg,1
HAM10000_images_part_2/ISIC_0032653.jpg,1
HAM10000_images_part_2/ISIC_0032730.jpg,1
HAM10000_images_part_2/ISIC_0032709.jpg,1
HAM10000_images_part_2/ISIC_0033206.jpg,1
HAM10000_images_part_2/ISIC_0033518.jpg,1
HAM10000_images_part_2/ISIC_0033843.jpg,1
HAM10000_images_part_2/ISIC_0033344.jpg,1
HAM10000_images_part_2/ISIC_0032988.jpg,1
HAM10000_images_part_2/ISIC_0033812.jpg,1
HAM10000_images_part_2/ISIC_0033653.jpg,1
HAM10000_images_part_2/ISIC_0033611.jpg,1
HAM10000_images_part_2/ISIC_0033586.jpg,1
HAM10000_images_part_2/ISIC_0033226.jpg,1
HAM10000_images_part_2/ISIC_0030883.jpg,1
HAM10000_images_part_2/ISIC_0033670.jpg,1
HAM10000_images_part_2/ISIC_0029740.jpg,1
HAM10000_images_part_2/ISIC_0033593.jpg,1
HAM10000_images_part_2/ISIC_0032509.jpg,1
HAM10000_images_part_2/ISIC_0034068.jpg,1
HAM10000_images_part_2/ISIC_0033392.jpg,1
HAM10000_images_part_2/ISIC_0032873.jpg,1
HAM10000_images_part_2/ISIC_0034107.jpg,1
HAM10000_images_part_2/ISIC_0033368.jpg,1
HAM10000_images_part_2/ISIC_0032630.jpg,1
HAM10000_images_part_2/ISIC_0033399.jpg,1
HAM10000_images_part_2/ISIC_0032656.jpg,1
HAM10000_images_part_2/ISIC_0032592.jpg,1
HAM10000_images_part_2/ISIC_0033878.jpg,1
HAM10000_images_part_2/ISIC_0032687.jpg,1
HAM10000_images_part_2/ISIC_0033055.jpg,1
HAM10000_images_part_2/ISIC_0032672.jpg,1
HAM10000_images_part_2/ISIC_0034076.jpg,1
HAM10000_images_part_2/ISIC_0033520.jpg,1
HAM10000_images_part_2/ISIC_0034028.jpg,1
HAM10000_images_part_2/ISIC_0033487.jpg,1
HAM10000_images_part_2/ISIC_0033607.jpg,1
HAM10000_images_part_2/ISIC_0033568.jpg,1
HAM10000_images_part_2/ISIC_0033957.jpg,1
HAM10000_images_part_2/ISIC_0034172.jpg,1
HAM10000_images_part_2/ISIC_0033393.jpg,1
HAM10000_images_part_2/ISIC_0033534.jpg,1
HAM10000_images_part_2/ISIC_0032626.jpg,1
HAM10000_images_part_2/ISIC_0034062.jpg,1
HAM10000_images_part_2/ISIC_0034170.jpg,1
HAM10000_images_part_2/ISIC_0033061.jpg,1
HAM10000_images_part_2/ISIC_0033967.jpg,1
HAM10000_images_part_2/ISIC_0033051.jpg,1
HAM10000_images_part_2/ISIC_0033050.jpg,1
HAM10000_images_part_2/ISIC_0033526.jpg,1
HAM10000_images_part_2/ISIC_0032862.jpg,1
HAM10000_images_part_2/ISIC_0033073.jpg,1
HAM10000_images_part_2/ISIC_0033696.jpg,1
HAM10000_images_part_1/ISIC_0027149.jpg,1
HAM10000_images_part_2/ISIC_0033995.jpg,1
HAM10000_images_part_1/ISIC_0027234.jpg,1
HAM10000_images_part_2/ISIC_0033668.jpg,1
HAM10000_images_part_2/ISIC_0032690.jpg,1
HAM10000_images_part_2/ISIC_0032918.jpg,1
HAM10000_images_part_1/ISIC_0028520.jpg,1
HAM10000_images_part_2/ISIC_0034000.jpg,1
HAM10000_images_part_2/ISIC_0032807.jpg,1
HAM10000_images_part_2/ISIC_0032645.jpg,1
HAM10000_images_part_2/ISIC_0034173.jpg,1
HAM10000_images_part_2/ISIC_0033454.jpg,1
HAM10000_images_part_2/ISIC_0033893.jpg,1
HAM10000_images_part_1/ISIC_0028225.jpg,1
HAM10000_images_part_2/ISIC_0032960.jpg,1
HAM10000_images_part_2/ISIC_0033708.jpg,1
HAM10000_images_part_2/ISIC_0034317.jpg,1
HAM10000_images_part_2/ISIC_0033662.jpg,1
HAM10000_images_part_2/ISIC_0033037.jpg,1
HAM10000_images_part_2/ISIC_0033773.jpg,1
HAM10000_images_part_2/ISIC_0033752.jpg,1
HAM10000_images_part_2/ISIC_0033424.jpg,1
HAM10000_images_part_2/ISIC_0032152.jpg,1
HAM10000_images_part_2/ISIC_0033730.jpg,1
HAM10000_images_part_2/ISIC_0032975.jpg,1
HAM10000_images_part_2/ISIC_0034243.jpg,1
HAM10000_images_part_2/ISIC_0034050.jpg,1
HAM10000_images_part_2/ISIC_0033114.jpg,1
HAM10000_images_part_2/ISIC_0032559.jpg,1
HAM10000_images_part_2/ISIC_0030150.jpg,1
HAM10000_images_part_2/ISIC_0033122.jpg,1
HAM10000_images_part_2/ISIC_0033713.jpg,1
HAM10000_images_part_1/ISIC_0026081.jpg,1
HAM10000_images_part_2/ISIC_0033638.jpg,1
HAM10000_images_part_2/ISIC_0033805.jpg,1
HAM10000_images_part_2/ISIC_0033302.jpg,1
HAM10000_images_part_2/ISIC_0033089.jpg,1
HAM10000_images_part_2/ISIC_0033562.jpg,1
HAM10000_images_part_2/ISIC_0031233.jpg,1
HAM10000_images_part_2/ISIC_0033885.jpg,1
HAM10000_images_part_2/ISIC_0032987.jpg,1
HAM10000_images_part_2/ISIC_0032872.jpg,1
HAM10000_images_part_2/ISIC_0033178.jpg,1
HAM10000_images_part_2/ISIC_0033023.jpg,1
HAM10000_images_part_2/ISIC_0033258.jpg,1
HAM10000_images_part_2/ISIC_0032870.jpg,1
HAM10000_images_part_1/ISIC_0024929.jpg,1
HAM10000_images_part_1/ISIC_0028148.jpg,1
HAM10000_images_part_1/ISIC_0027069.jpg,1
HAM10000_images_part_1/ISIC_0024459.jpg,1
HAM10000_images_part_2/ISIC_0032424.jpg,1
HAM10000_images_part_1/ISIC_0028584.jpg,1
HAM10000_images_part_1/ISIC_0027838.jpg,1
