image_path,labels,split
HAM10000_images_part_1/ISIC_0024496.jpg,1,train
HAM10000_images_part_2/ISIC_0032750.jpg,1,train
HAM10000_images_part_1/ISIC_0026246.jpg,0,train
HAM10000_images_part_2/ISIC_0033192.jpg,1,train
HAM10000_images_part_1/ISIC_0025783.jpg,1,test
HAM10000_images_part_2/ISIC_0030628.jpg,0,validation
HAM10000_images_part_1/ISIC_0024652.jpg,1,train
HAM10000_images_part_2/ISIC_0030411.jpg,0,validation
HAM10000_images_part_2/ISIC_0029909.jpg,1,train
HAM10000_images_part_1/ISIC_0025670.jpg,0,validation
HAM10000_images_part_1/ISIC_0026996.jpg,1,train
HAM10000_images_part_2/ISIC_0034089.jpg,1,train
HAM10000_images_part_2/ISIC_0033710.jpg,1,train
HAM10000_images_part_2/ISIC_0029879.jpg,0,train
HAM10000_images_part_2/ISIC_0030122.jpg,1,test
HAM10000_images_part_1/ISIC_0025667.jpg,0,train
HAM10000_images_part_2/ISIC_0031066.jpg,0,train
HAM10000_images_part_2/ISIC_0033323.jpg,1,train
HAM10000_images_part_1/ISIC_0027234.jpg,1,train
HAM10000_images_part_2/ISIC_0031820.jpg,0,train
HAM10000_images_part_1/ISIC_0028082.jpg,1,test
HAM10000_images_part_1/ISIC_0028325.jpg,1,test
HAM10000_images_part_1/ISIC_0025546.jpg,1,train
HAM10000_images_part_2/ISIC_0034036.jpg,1,validation
HAM10000_images_part_2/ISIC_0033510.jpg,0,test
HAM10000_images_part_2/ISIC_0033628.jpg,0,train
HAM10000_images_part_1/ISIC_0026571.jpg,1,test
HAM10000_images_part_2/ISIC_0031269.jpg,0,train
HAM10000_images_part_2/ISIC_0029933.jpg,1,test
HAM10000_images_part_1/ISIC_0024854.jpg,0,train
HAM10000_images_part_2/ISIC_0032120.jpg,0,train
HAM10000_images_part_2/ISIC_0034274.jpg,0,train
HAM10000_images_part_2/ISIC_0032049.jpg,0,train
HAM10000_images_part_2/ISIC_0033139.jpg,0,train
HAM10000_images_part_1/ISIC_0026800.jpg,0,train
HAM10000_images_part_1/ISIC_0025210.jpg,0,train
HAM10000_images_part_2/ISIC_0033981.jpg,1,train
HAM10000_images_part_1/ISIC_0026164.jpg,0,train
HAM10000_images_part_1/ISIC_0027152.jpg,0,train
HAM10000_images_part_1/ISIC_0025305.jpg,0,train
HAM10000_images_part_2/ISIC_0031499.jpg,1,train
HAM10000_images_part_1/ISIC_0027854.jpg,0,train
HAM10000_images_part_1/ISIC_0025977.jpg,0,train
HAM10000_images_part_1/ISIC_0025363.jpg,1,test
HAM10000_images_part_2/ISIC_0034170.jpg,1,train
HAM10000_images_part_1/ISIC_0025649.jpg,0,train
HAM10000_images_part_2/ISIC_0033245.jpg,1,test
HAM10000_images_part_1/ISIC_0027362.jpg,0,test
HAM10000_images_part_1/ISIC_0025927.jpg,1,validation
HAM10000_images_part_1/ISIC_0027964.jpg,1,validation
HAM10000_images_part_2/ISIC_0034104.jpg,1,validation
HAM10000_images_part_1/ISIC_0024552.jpg,1,train
HAM10000_images_part_2/ISIC_0031675.jpg,0,train
HAM10000_images_part_1/ISIC_0026133.jpg,0,train
HAM10000_images_part_2/ISIC_0032529.jpg,0,train
HAM10000_images_part_2/ISIC_0032070.jpg,1,train
HAM10000_images_part_1/ISIC_0028086.jpg,1,train
HAM10000_images_part_2/ISIC_0032716.jpg,1,train
HAM10000_images_part_2/ISIC_0030246.jpg,1,train
HAM10000_images_part_2/ISIC_0030380.jpg,0,train
HAM10000_images_part_1/ISIC_0024952.jpg,1,validation
HAM10000_images_part_1/ISIC_0027721.jpg,1,validation
HAM10000_images_part_1/ISIC_0025766.jpg,1,train
HAM10000_images_part_1/ISIC_0026806.jpg,0,train
HAM10000_images_part_2/ISIC_0031598.jpg,1,train
HAM10000_images_part_1/ISIC_0024619.jpg,0,train
HAM10000_images_part_2/ISIC_0031557.jpg,1,validation
HAM10000_images_part_2/ISIC_0031182.jpg,0,train
HAM10000_images_part_1/ISIC_0025035.jpg,1,train
HAM10000_images_part_2/ISIC_0033997.jpg,0,validation
HAM10000_images_part_1/ISIC_0028218.jpg,1,train
HAM10000_images_part_1/ISIC_0028086.jpg,1,train
HAM10000_images_part_1/ISIC_0026897.jpg,1,train
HAM10000_images_part_1/ISIC_0024836.jpg,0,train
HAM10000_images_part_1/ISIC_0027763.jpg,0,train
HAM10000_images_part_1/ISIC_0026531.jpg,1,train
HAM10000_images_part_2/ISIC_0034217.jpg,0,train
HAM10000_images_part_1/ISIC_0029103.jpg,0,train
HAM10000_images_part_2/ISIC_0032746.jpg,0,test
HAM10000_images_part_2/ISIC_0030324.jpg,1,train
HAM10000_images_part_2/ISIC_0031862.jpg,0,train
HAM10000_images_part_1/ISIC_0029283.jpg,0,validation
HAM10000_images_part_2/ISIC_0032074.jpg,0,train
HAM10000_images_part_2/ISIC_0029591.jpg,1,validation
HAM10000_images_part_2/ISIC_0033999.jpg,1,validation
HAM10000_images_part_2/ISIC_0033948.jpg,0,train
HAM10000_images_part_1/ISIC_0028768.jpg,0,test
HAM10000_images_part_2/ISIC_0033389.jpg,0,test
HAM10000_images_part_1/ISIC_0028342.jpg,0,train
HAM10000_images_part_2/ISIC_0033377.jpg,1,test
HAM10000_images_part_1/ISIC_0024496.jpg,1,train
HAM10000_images_part_2/ISIC_0030034.jpg,1,train
HAM10000_images_part_1/ISIC_0028965.jpg,1,train
HAM10000_images_part_2/ISIC_0032965.jpg,1,test
HAM10000_images_part_2/ISIC_0029482.jpg,0,validation
HAM10000_images_part_1/ISIC_0028968.jpg,1,train
HAM10000_images_part_1/ISIC_0027548.jpg,0,test
HAM10000_images_part_1/ISIC_0024784.jpg,0,train
HAM10000_images_part_2/ISIC_0030430.jpg,0,train
HAM10000_images_part_1/ISIC_0025128.jpg,1,train
HAM10000_images_part_2/ISIC_0031962.jpg,0,test
HAM10000_images_part_1/ISIC_0028784.jpg,0,train
HAM10000_images_part_2/ISIC_0032192.jpg,1,train
HAM10000_images_part_2/ISIC_0030997.jpg,0,train
HAM10000_images_part_2/ISIC_0034099.jpg,0,train
HAM10000_images_part_1/ISIC_0029024.jpg,0,train
HAM10000_images_part_2/ISIC_0029937.jpg,1,test
HAM10000_images_part_1/ISIC_0028041.jpg,1,train
HAM10000_images_part_2/ISIC_0030326.jpg,0,train
HAM10000_images_part_2/ISIC_0032968.jpg,1,train
HAM10000_images_part_1/ISIC_0026258.jpg,1,train
HAM10000_images_part_2/ISIC_0033859.jpg,0,train
HAM10000_images_part_1/ISIC_0024686.jpg,0,train
HAM10000_images_part_1/ISIC_0027067.jpg,1,train
HAM10000_images_part_2/ISIC_0032917.jpg,1,validation
HAM10000_images_part_2/ISIC_0032145.jpg,0,train
HAM10000_images_part_2/ISIC_0033668.jpg,1,train
HAM10000_images_part_2/ISIC_0034084.jpg,0,train
HAM10000_images_part_1/ISIC_0024729.jpg,1,validation
HAM10000_images_part_2/ISIC_0030445.jpg,1,train
HAM10000_images_part_2/ISIC_0032672.jpg,1,train
HAM10000_images_part_2/ISIC_0031911.jpg,0,train
HAM10000_images_part_1/ISIC_0025248.jpg,1,test
HAM10000_images_part_2/ISIC_0033166.jpg,1,train
HAM10000_images_part_1/ISIC_0026075.jpg,0,test
HAM10000_images_part_2/ISIC_0031097.jpg,0,train
HAM10000_images_part_1/ISIC_0029017.jpg,1,validation
HAM10000_images_part_1/ISIC_0025592.jpg,1,train
HAM10000_images_part_2/ISIC_0032626.jpg,1,train
HAM10000_images_part_2/ISIC_0033775.jpg,0,validation
HAM10000_images_part_2/ISIC_0033289.jpg,0,validation
HAM10000_images_part_1/ISIC_0027091.jpg,0,train
HAM10000_images_part_1/ISIC_0028512.jpg,1,validation
HAM10000_images_part_1/ISIC_0027904.jpg,1,test
HAM10000_images_part_2/ISIC_0032204.jpg,1,train
HAM10000_images_part_2/ISIC_0030929.jpg,1,validation
HAM10000_images_part_2/ISIC_0034048.jpg,1,train
HAM10000_images_part_1/ISIC_0028412.jpg,1,train
HAM10000_images_part_2/ISIC_0033114.jpg,1,train
HAM10000_images_part_1/ISIC_0026237.jpg,0,test
HAM10000_images_part_1/ISIC_0028654.jpg,0,validation
HAM10000_images_part_1/ISIC_0026670.jpg,0,train
HAM10000_images_part_2/ISIC_0034129.jpg,0,train
HAM10000_images_part_2/ISIC_0029621.jpg,0,train
HAM10000_images_part_1/ISIC_0025734.jpg,0,train
HAM10000_images_part_2/ISIC_0034177.jpg,0,train
HAM10000_images_part_1/ISIC_0024887.jpg,0,train
HAM10000_images_part_2/ISIC_0033657.jpg,0,validation
HAM10000_images_part_1/ISIC_0027381.jpg,0,train
HAM10000_images_part_1/ISIC_0024552.jpg,1,train
HAM10000_images_part_1/ISIC_0026814.jpg,0,train
HAM10000_images_part_1/ISIC_0029222.jpg,0,validation
HAM10000_images_part_1/ISIC_0028685.jpg,1,train
HAM10000_images_part_1/ISIC_0025195.jpg,1,train
HAM10000_images_part_1/ISIC_0026925.jpg,0,train
HAM10000_images_part_1/ISIC_0025013.jpg,0,train
HAM10000_images_part_1/ISIC_0027803.jpg,0,train
HAM10000_images_part_1/ISIC_0025265.jpg,1,train
HAM10000_images_part_1/ISIC_0026489.jpg,1,train
HAM10000_images_part_2/ISIC_0030017.jpg,0,train
HAM10000_images_part_2/ISIC_0032966.jpg,0,train
HAM10000_images_part_1/ISIC_0026222.jpg,0,train
HAM10000_images_part_1/ISIC_0024528.jpg,0,test
HAM10000_images_part_2/ISIC_0032562.jpg,0,train
HAM10000_images_part_2/ISIC_0033726.jpg,0,test
HAM10000_images_part_2/ISIC_0033729.jpg,0,train
HAM10000_images_part_1/ISIC_0025964.jpg,1,train
HAM10000_images_part_2/ISIC_0031134.jpg,0,train
HAM10000_images_part_2/ISIC_0029388.jpg,0,test
HAM10000_images_part_1/ISIC_0026332.jpg,0,train
HAM10000_images_part_1/ISIC_0027693.jpg,1,validation
HAM10000_images_part_1/ISIC_0024865.jpg,1,train
HAM10000_images_part_2/ISIC_0031369.jpg,1,train
HAM10000_images_part_2/ISIC_0033047.jpg,1,train
HAM10000_images_part_1/ISIC_0027171.jpg,1,train
HAM10000_images_part_1/ISIC_0024313.jpg,1,train
HAM10000_images_part_1/ISIC_0029172.jpg,1,train
HAM10000_images_part_2/ISIC_0033538.jpg,1,train
HAM10000_images_part_2/ISIC_0034051.jpg,1,test
HAM10000_images_part_2/ISIC_0030992.jpg,0,train
HAM10000_images_part_2/ISIC_0032915.jpg,1,train
HAM10000_images_part_2/ISIC_0032626.jpg,1,train
HAM10000_images_part_1/ISIC_0025823.jpg,0,train
HAM10000_images_part_2/ISIC_0033901.jpg,1,validation
HAM10000_images_part_2/ISIC_0032583.jpg,1,train
HAM10000_images_part_1/ISIC_0028645.jpg,0,train
HAM10000_images_part_2/ISIC_0032396.jpg,1,train
HAM10000_images_part_2/ISIC_0031080.jpg,0,train
HAM10000_images_part_2/ISIC_0030324.jpg,1,train
HAM10000_images_part_2/ISIC_0033420.jpg,0,train
HAM10000_images_part_2/ISIC_0031554.jpg,1,train
HAM10000_images_part_1/ISIC_0025863.jpg,0,validation
HAM10000_images_part_1/ISIC_0027126.jpg,1,train
HAM10000_images_part_2/ISIC_0030047.jpg,1,train
HAM10000_images_part_1/ISIC_0025708.jpg,1,test
HAM10000_images_part_1/ISIC_0027238.jpg,1,test
HAM10000_images_part_2/ISIC_0029528.jpg,0,test
HAM10000_images_part_1/ISIC_0024990.jpg,0,train
HAM10000_images_part_1/ISIC_0025365.jpg,0,validation
HAM10000_images_part_1/ISIC_0025582.jpg,0,train
HAM10000_images_part_2/ISIC_0029348.jpg,0,train
HAM10000_images_part_1/ISIC_0025751.jpg,1,test
HAM10000_images_part_1/ISIC_0024762.jpg,0,train
HAM10000_images_part_2/ISIC_0033383.jpg,0,train
HAM10000_images_part_2/ISIC_0032918.jpg,1,train
HAM10000_images_part_1/ISIC_0026386.jpg,0,train
HAM10000_images_part_2/ISIC_0030119.jpg,1,train
HAM10000_images_part_1/ISIC_0029050.jpg,0,test
HAM10000_images_part_2/ISIC_0032586.jpg,1,train
HAM10000_images_part_1/ISIC_0024658.jpg,0,train
HAM10000_images_part_1/ISIC_0028768.jpg,0,test
HAM10000_images_part_1/ISIC_0027908.jpg,0,train
HAM10000_images_part_1/ISIC_0027673.jpg,1,validation
HAM10000_images_part_1/ISIC_0024335.jpg,0,train
HAM10000_images_part_2/ISIC_0032258.jpg,1,test
HAM10000_images_part_2/ISIC_0032925.jpg,1,validation
HAM10000_images_part_2/ISIC_0033655.jpg,1,test
HAM10000_images_part_2/ISIC_0033239.jpg,1,test
HAM10000_images_part_1/ISIC_0027039.jpg,0,train
HAM10000_images_part_1/ISIC_0026103.jpg,0,train
HAM10000_images_part_1/ISIC_0028152.jpg,0,validation
HAM10000_images_part_1/ISIC_0028344.jpg,0,train
HAM10000_images_part_2/ISIC_0032771.jpg,0,train
HAM10000_images_part_2/ISIC_0029985.jpg,0,validation
HAM10000_images_part_1/ISIC_0026383.jpg,0,validation
HAM10000_images_part_1/ISIC_0024853.jpg,1,train
HAM10000_images_part_1/ISIC_0028181.jpg,0,validation
HAM10000_images_part_2/ISIC_0031890.jpg,1,train
HAM10000_images_part_1/ISIC_0027985.jpg,0,train
HAM10000_images_part_1/ISIC_0028041.jpg,1,train
HAM10000_images_part_1/ISIC_0026115.jpg,1,train
HAM10000_images_part_1/ISIC_0024618.jpg,0,test
HAM10000_images_part_2/ISIC_0031543.jpg,1,test
HAM10000_images_part_1/ISIC_0026707.jpg,0,train
HAM10000_images_part_2/ISIC_0033651.jpg,1,train
HAM10000_images_part_2/ISIC_0031355.jpg,0,train
HAM10000_images_part_2/ISIC_0030663.jpg,0,train
HAM10000_images_part_1/ISIC_0028888.jpg,0,validation
HAM10000_images_part_2/ISIC_0032504.jpg,1,validation
HAM10000_images_part_1/ISIC_0025097.jpg,1,validation
HAM10000_images_part_2/ISIC_0030374.jpg,0,validation
HAM10000_images_part_2/ISIC_0030171.jpg,1,train
HAM10000_images_part_1/ISIC_0026520.jpg,0,train
HAM10000_images_part_2/ISIC_0029631.jpg,0,validation
HAM10000_images_part_2/ISIC_0031663.jpg,0,validation
HAM10000_images_part_2/ISIC_0032186.jpg,0,train
HAM10000_images_part_2/ISIC_0030443.jpg,1,train
HAM10000_images_part_2/ISIC_0029353.jpg,1,validation
HAM10000_images_part_1/ISIC_0026542.jpg,0,train
HAM10000_images_part_2/ISIC_0032526.jpg,1,train
HAM10000_images_part_2/ISIC_0029844.jpg,0,train
HAM10000_images_part_1/ISIC_0028908.jpg,0,train
HAM10000_images_part_2/ISIC_0031120.jpg,0,train
HAM10000_images_part_2/ISIC_0033244.jpg,0,test
HAM10000_images_part_1/ISIC_0026712.jpg,0,test
HAM10000_images_part_1/ISIC_0024611.jpg,0,validation
HAM10000_images_part_1/ISIC_0025212.jpg,0,validation
HAM10000_images_part_2/ISIC_0029451.jpg,0,test
HAM10000_images_part_1/ISIC_0027260.jpg,1,train
HAM10000_images_part_2/ISIC_0031800.jpg,0,validation
HAM10000_images_part_2/ISIC_0033462.jpg,0,train
HAM10000_images_part_2/ISIC_0033874.jpg,1,train
HAM10000_images_part_1/ISIC_0028441.jpg,0,train
HAM10000_images_part_1/ISIC_0027797.jpg,1,train
HAM10000_images_part_2/ISIC_0034188.jpg,1,test
HAM10000_images_part_2/ISIC_0032630.jpg,1,train
HAM10000_images_part_2/ISIC_0032797.jpg,1,train
HAM10000_images_part_2/ISIC_0032699.jpg,1,train
HAM10000_images_part_2/ISIC_0032559.jpg,1,train
HAM10000_images_part_2/ISIC_0033003.jpg,0,validation
HAM10000_images_part_2/ISIC_0032496.jpg,0,train
HAM10000_images_part_1/ISIC_0025814.jpg,1,test
HAM10000_images_part_1/ISIC_0028733.jpg,0,train
HAM10000_images_part_2/ISIC_0034320.jpg,0,train
HAM10000_images_part_1/ISIC_0026013.jpg,0,train
HAM10000_images_part_2/ISIC_0033440.jpg,1,test
HAM10000_images_part_2/ISIC_0030798.jpg,1,train
HAM10000_images_part_2/ISIC_0031019.jpg,0,train
HAM10000_images_part_1/ISIC_0025524.jpg,1,train
HAM10000_images_part_2/ISIC_0029492.jpg,0,train
HAM10000_images_part_1/ISIC_0025273.jpg,0,validation
HAM10000_images_part_2/ISIC_0033477.jpg,1,train
HAM10000_images_part_2/ISIC_0032723.jpg,1,validation
HAM10000_images_part_1/ISIC_0028358.jpg,0,train
HAM10000_images_part_1/ISIC_0027402.jpg,1,train
HAM10000_images_part_2/ISIC_0032927.jpg,1,train
HAM10000_images_part_1/ISIC_0028968.jpg,1,train
HAM10000_images_part_2/ISIC_0033948.jpg,0,train
HAM10000_images_part_1/ISIC_0025955.jpg,1,test
HAM10000_images_part_1/ISIC_0025546.jpg,1,train
HAM10000_images_part_2/ISIC_0033442.jpg,0,train
HAM10000_images_part_2/ISIC_0030658.jpg,0,train
HAM10000_images_part_2/ISIC_0032214.jpg,1,train
HAM10000_images_part_2/ISIC_0033211.jpg,0,train
HAM10000_images_part_2/ISIC_0030501.jpg,1,train
HAM10000_images_part_1/ISIC_0028056.jpg,1,train
HAM10000_images_part_1/ISIC_0025869.jpg,0,train
HAM10000_images_part_2/ISIC_0031480.jpg,0,train
HAM10000_images_part_2/ISIC_0033893.jpg,1,train
HAM10000_images_part_1/ISIC_0024729.jpg,1,validation
HAM10000_images_part_1/ISIC_0027769.jpg,1,validation
HAM10000_images_part_1/ISIC_0027284.jpg,0,train
HAM10000_images_part_1/ISIC_0028345.jpg,0,train
HAM10000_images_part_2/ISIC_0032289.jpg,0,train
HAM10000_images_part_2/ISIC_0031484.jpg,0,train
HAM10000_images_part_2/ISIC_0031177.jpg,1,train
HAM10000_images_part_2/ISIC_0034104.jpg,1,validation
HAM10000_images_part_2/ISIC_0033344.jpg,1,train
HAM10000_images_part_1/ISIC_0025755.jpg,1,validation
HAM10000_images_part_2/ISIC_0031389.jpg,1,train
HAM10000_images_part_2/ISIC_0031244.jpg,0,train
HAM10000_images_part_1/ISIC_0026078.jpg,0,train
HAM10000_images_part_1/ISIC_0028306.jpg,1,train
HAM10000_images_part_2/ISIC_0032214.jpg,1,train
HAM10000_images_part_1/ISIC_0027063.jpg,1,train
HAM10000_images_part_1/ISIC_0027776.jpg,1,train
HAM10000_images_part_1/ISIC_0026944.jpg,0,train
HAM10000_images_part_1/ISIC_0027155.jpg,1,validation
HAM10000_images_part_2/ISIC_0033603.jpg,1,train
HAM10000_images_part_2/ISIC_0030106.jpg,1,train
HAM10000_images_part_2/ISIC_0030110.jpg,1,train
HAM10000_images_part_2/ISIC_0031151.jpg,0,train
HAM10000_images_part_2/ISIC_0033279.jpg,1,train
HAM10000_images_part_1/ISIC_0024437.jpg,0,test
HAM10000_images_part_1/ISIC_0025017.jpg,0,train
HAM10000_images_part_2/ISIC_0032150.jpg,0,train
HAM10000_images_part_1/ISIC_0025543.jpg,1,train
HAM10000_images_part_1/ISIC_0027331.jpg,0,train
HAM10000_images_part_2/ISIC_0030547.jpg,0,train
HAM10000_images_part_2/ISIC_0031541.jpg,0,train
HAM10000_images_part_2/ISIC_0029376.jpg,0,train
HAM10000_images_part_2/ISIC_0030958.jpg,0,train
HAM10000_images_part_2/ISIC_0029497.jpg,0,train
HAM10000_images_part_1/ISIC_0028940.jpg,0,train
HAM10000_images_part_1/ISIC_0029017.jpg,1,validation
HAM10000_images_part_1/ISIC_0027347.jpg,0,train
HAM10000_images_part_1/ISIC_0024806.jpg,1,test
HAM10000_images_part_2/ISIC_0033335.jpg,0,train
HAM10000_images_part_1/ISIC_0028657.jpg,0,train
HAM10000_images_part_1/ISIC_0024675.jpg,1,test
HAM10000_images_part_2/ISIC_0032892.jpg,1,test
HAM10000_images_part_2/ISIC_0033180.jpg,1,train
HAM10000_images_part_1/ISIC_0028225.jpg,1,train
HAM10000_images_part_1/ISIC_0026589.jpg,0,test
HAM10000_images_part_2/ISIC_0030623.jpg,1,train
HAM10000_images_part_1/ISIC_0027832.jpg,1,train
HAM10000_images_part_1/ISIC_0026020.jpg,0,test
HAM10000_images_part_1/ISIC_0024898.jpg,1,test
HAM10000_images_part_1/ISIC_0028211.jpg,1,train
HAM10000_images_part_1/ISIC_0027420.jpg,1,train
HAM10000_images_part_2/ISIC_0033298.jpg,0,train
HAM10000_images_part_2/ISIC_0031353.jpg,0,test
HAM10000_images_part_1/ISIC_0028228.jpg,1,train
HAM10000_images_part_2/ISIC_0032509.jpg,1,train
HAM10000_images_part_2/ISIC_0034052.jpg,1,validation
HAM10000_images_part_1/ISIC_0029294.jpg,0,train
HAM10000_images_part_2/ISIC_0030951.jpg,1,train
HAM10000_images_part_1/ISIC_0025078.jpg,0,train
HAM10000_images_part_1/ISIC_0024917.jpg,0,test
HAM10000_images_part_1/ISIC_0027988.jpg,0,validation
HAM10000_images_part_2/ISIC_0030161.jpg,0,train
HAM10000_images_part_2/ISIC_0034243.jpg,1,train
HAM10000_images_part_2/ISIC_0033415.jpg,1,validation
HAM10000_images_part_1/ISIC_0028666.jpg,1,train
HAM10000_images_part_2/ISIC_0031550.jpg,1,validation
HAM10000_images_part_2/ISIC_0030839.jpg,0,train
HAM10000_images_part_2/ISIC_0032081.jpg,1,train
HAM10000_images_part_1/ISIC_0028737.jpg,0,train
HAM10000_images_part_1/ISIC_0027992.jpg,0,validation
HAM10000_images_part_1/ISIC_0024972.jpg,1,validation
HAM10000_images_part_1/ISIC_0029296.jpg,0,train
HAM10000_images_part_2/ISIC_0033816.jpg,0,validation
HAM10000_images_part_2/ISIC_0031454.jpg,0,train
HAM10000_images_part_1/ISIC_0028029.jpg,1,train
HAM10000_images_part_2/ISIC_0031838.jpg,0,train
HAM10000_images_part_1/ISIC_0025866.jpg,0,train
HAM10000_images_part_2/ISIC_0033552.jpg,0,train
HAM10000_images_part_1/ISIC_0025085.jpg,1,validation
HAM10000_images_part_2/ISIC_0032759.jpg,0,train
HAM10000_images_part_2/ISIC_0032585.jpg,0,train
HAM10000_images_part_2/ISIC_0034122.jpg,0,validation
HAM10000_images_part_1/ISIC_0028520.jpg,1,train
HAM10000_images_part_2/ISIC_0032722.jpg,1,train
HAM10000_images_part_2/ISIC_0029893.jpg,1,train
HAM10000_images_part_2/ISIC_0033603.jpg,1,train
HAM10000_images_part_2/ISIC_0031500.jpg,0,train
HAM10000_images_part_2/ISIC_0033420.jpg,0,train
HAM10000_images_part_1/ISIC_0028900.jpg,1,train
HAM10000_images_part_2/ISIC_0033807.jpg,1,validation
HAM10000_images_part_1/ISIC_0029209.jpg,1,train
